Shot Type,PNR BH,PNR SC,DHO BH,DHO SC,DBL BH,DBL SC,ISO,TRAN,ACO,C/S,OBS,CUT,OREB
shoot2FGA,23,15,5,4,3,0,89,65,35,2,2,39,14
shoot2FGM,12,12,2,4,0,0,33,54,20,0,1,20,10
shoot2FTA,4,14,1,0,2,0,17,35,6,0,6,12,9
shoot2FTM,4,13,1,0,1,0,16,23,5,0,6,9,9
shoot2TO,1,1,0,0,0,0,4,13,4,0,0,6,1
shoot3FGA,18,19,8,0,0,3,17,16,8,88,11,0,2
shoot3FGM,7,3,0,0,0,1,2,4,3,28,5,0,1
shoot3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3TO,9,3,0,0,0,0,1,0,0,0,0,0,0
pass2FGA,5,2,2,4,0,0,10,14,4,1,0,1,2
pass2FGM,2,0,2,3,0,0,8,11,1,0,0,1,2
pass2FTA,2,0,0,1,0,0,3,7,0,0,0,0,2
pass2FTM,1,0,0,1,0,0,3,4,0,0,0,0,2
pass2TO,3,0,0,0,0,0,2,4,1,0,0,0,0
pass3FGA,12,4,3,4,3,0,6,10,4,3,0,2,8
pass3FGM,4,3,1,0,1,0,2,3,3,1,0,0,2
pass3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3TO,1,0,0,1,0,0,5,0,3,0,0,1,1
