Shot Type,PNR BH,PNR SC,DHO BH,DHO SC,DBL BH,DBL SC,ISO,TRAN,ACO,C/S,OBS,CUT,OREB
shoot2FGA,2,21,0,10,0,0,63,5,3,2,0,8,6
shoot2FGM,1,15,0,1,0,0,30,4,2,2,0,6,4
shoot2FTA,6,1,0,4,0,0,10,0,0,0,0,4,6
shoot2FTM,5,0,0,2,0,0,10,0,0,0,0,2,5
shoot2TO,0,9,0,1,0,0,5,1,0,0,0,0,0
shoot3FGA,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3FGM,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3TO,0,0,0,0,0,0,1,0,0,0,0,0,0
pass2FGA,0,0,0,10,0,0,15,4,0,0,0,1,0
pass2FGM,0,0,0,6,0,0,12,4,0,0,0,0,0
pass2FTA,0,0,0,2,0,0,0,2,0,0,0,0,0
pass2FTM,0,0,0,2,0,0,0,2,0,0,0,0,0
pass2TO,0,2,0,0,0,0,0,0,0,0,0,0,0
pass3FGA,0,3,0,17,0,0,4,6,0,0,0,0,0
pass3FGM,0,3,0,6,0,0,2,2,0,0,0,0,0
pass3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3TO,0,2,0,0,0,0,3,0,0,0,0,0,1
