,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
ISOLATION,1.0,11.8,1,100.0,1.0,11.8,100.0,1,100.0,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
TRANSITION,0.0,11.8,1,0.0,0.0,11.8,0.0,1,0.0,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
Attacking Closeouts,0.57,10.4,0,N/A,0.57,10.4,N/A,0,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
Catch & Shoot,0.0,23.5,0,0.0,0.0,23.5,0.0,0,N/A,4,0.0,N/A,N/A,N/A,0,N/A,0,N/A
Off Ball Screens,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
Cutting,1.65,32.0,0,80.0,1.65,32.0,80.0,5,80.0,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
Off. Rebounds,1.0,11.8,0,50.0,1.0,11.8,50.0,2,50.0,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
TOTAL,0.81,17,11.8,46.2,0.81,100.0,46.2,9,66.7,4,0.0,nan,0.0,nan,0,nan,0,nan
