,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,0.5,7.4,0,25.0,0.5,10.0,25.0,3,33.3,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,0.0,3.7,0,0.0,0.0,5.0,0.0,1,0.0,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,0.0,5.6,0,0.0,0.0,2.5,0.0,1,0.0,0,N/A,0.0,14.3,0.0,1,0.0,1,0.0
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.5,18.5,1,22.2,0.22,22.5,12.5,6,16.7,2,0.0,3.0,7.1,100.0,0,N/A,1,100.0
TRANSITION,1.43,13.0,2,100.0,1.67,15.0,100.0,5,100.0,0,N/A,0.0,7.1,N/A,0,N/A,0,N/A
Attacking Closeouts,1.01,22.0,0,36.4,0.68,14.7,20.0,3,33.3,2,0.0,1.33,42.9,50.0,1,100.0,5,40.0
Catch & Shoot,1.5,18.5,0,50.0,1.5,25.0,50.0,0,N/A,10,50.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,0.5,7.4,1,33.3,1.0,5.0,50.0,2,50.0,0,N/A,0.0,14.3,0.0,1,0.0,0,N/A
Off. Rebounds,0.67,5.6,1,50.0,2.0,2.5,100.0,1,100.0,0,N/A,0.0,14.3,0.0,0,N/A,1,0.0
TOTAL,0.87,54,9.3,38.8,0.91,74.1,39.5,22,45.5,16,31.2,0.79,25.9,36.4,3,33.3,8,37.5
