,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.28,29.5,2,54.8,1.2,22.9,55.0,14,71.4,6,16.7,1.33,37.1,54.5,16,43.8,6,83.3
PNR Screener,2.0,0.6,0,100.0,2.0,1.1,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,1.0,1.2,0,50.0,2.0,1.1,100.0,1,100.0,0,N/A,0.0,1.3,0.0,1,0.0,0,N/A
DHO Screener,1.04,1.7,0,50.0,N/A,0.0,N/A,0,N/A,0,N/A,1.04,3.6,50.0,2,50.0,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.13,32.8,1,46.9,1.06,31.1,45.5,17,52.9,5,20.0,1.2,34.7,48.1,11,63.6,16,37.5
TRANSITION,1.11,18.5,3,47.6,1.12,22.6,46.2,10,60.0,3,0.0,1.1,13.8,50.0,2,100.0,6,33.3
Attacking Closeouts,0.67,3.5,0,33.3,0.67,3.3,33.3,3,33.3,0,N/A,0.67,3.8,33.3,2,50.0,1,0.0
Catch & Shoot,1.25,7.1,0,41.7,1.25,13.2,41.7,0,N/A,12,41.7,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,0.0,0.6,0,0.0,0.0,1.1,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,1.8,2.9,0,80.0,2.0,2.2,100.0,2,100.0,0,N/A,1.67,3.8,66.7,1,100.0,2,50.0
Off. Rebounds,2.25,2.4,0,100.0,2.0,2.2,100.0,2,100.0,0,N/A,2.5,2.5,100.0,1,100.0,1,100.0
TOTAL,1.2,170,3.5,51.0,1.17,53.5,50.6,51,62.7,26,26.9,1.25,46.5,51.5,36,55.6,32,46.9
