,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.49,30.9,1,70.0,1.58,23.4,75.0,4,75.0,0,N/A,1.43,38.9,66.7,3,66.7,3,66.7
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.26,32.1,2,55.6,0.87,36.2,40.0,4,50.0,1,0.0,1.8,27.8,75.0,0,N/A,4,75.0
TRANSITION,1.75,10.8,1,100.0,2.0,5.3,100.0,1,100.0,0,N/A,1.67,16.7,100.0,1,100.0,1,100.0
Attacking Closeouts,1.16,18.6,0,50.0,0.77,20.4,33.3,2,50.0,1,0.0,1.67,16.7,66.7,1,100.0,2,50.0
Catch & Shoot,1.0,8.1,0,33.3,1.0,15.8,33.3,0,N/A,3,33.3,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,1.14,2.4,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,1.14,4.9,N/A,0,N/A,0,N/A
Cutting,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.34,37,10.8,61.3,1.09,51.4,50.0,11,63.6,5,20.0,1.59,48.6,73.3,5,80.0,10,70.0
