Shot Type,PNR BH,PNR SC,DHO BH,DHO SC,DBL BH,DBL SC,ISO,TRAN,ACO,C/S,OBS,CUT,OREB
shoot2FGA,3,6,0,1,1,4,11,12,7,0,0,2,2
shoot2FGM,3,3,0,1,1,3,6,11,4,0,0,0,1
shoot2FTA,2,0,0,0,0,2,7,5,8,0,0,2,0
shoot2FTM,2,0,0,0,0,1,6,5,6,0,0,1,0
shoot2TO,1,0,0,0,0,0,2,0,2,0,0,0,1
shoot3FGA,2,0,0,0,0,0,4,4,0,19,0,0,0
shoot3FGM,2,0,0,0,0,0,1,1,0,9,0,0,0
shoot3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3TO,0,0,0,0,0,0,0,0,0,0,0,0,0
pass2FGA,9,0,1,0,4,0,1,6,2,0,0,0,4
pass2FGM,6,0,1,0,3,0,0,6,1,0,0,0,1
pass2FTA,2,0,0,0,2,0,4,2,2,0,0,0,0
pass2FTM,1,0,0,0,1,0,3,2,1,0,0,0,0
pass2TO,0,0,0,0,1,0,0,0,0,0,0,0,0
pass3FGA,2,0,1,0,3,0,11,0,1,1,0,0,0
pass3FGM,1,0,0,0,0,0,7,0,0,1,0,0,0
pass3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3TO,2,0,0,0,0,0,1,0,2,0,1,0,0
