,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,0.87,41.1,2,44.4,0.76,36.0,36.4,8,50.0,3,0.0,1.01,49.4,57.1,3,100.0,4,25.0
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,2.5,3.8,0,100.0,2.0,3.0,100.0,1,100.0,0,N/A,3.0,5.0,100.0,0,N/A,1,100.0
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.91,18.6,1,37.5,0.89,23.9,33.3,5,20.0,1,100.0,1.0,10.0,50.0,1,100.0,1,0.0
TRANSITION,0.86,13.2,2,60.0,0.67,9.1,33.3,1,100.0,2,0.0,1.0,20.0,100.0,2,100.0,0,N/A
Attacking Closeouts,3.0,1.9,0,100.0,N/A,0.0,N/A,0,N/A,0,N/A,3.0,5.0,100.0,0,N/A,1,100.0
Catch & Shoot,0.82,20.8,0,27.3,0.33,27.3,11.1,0,N/A,9,11.1,3.0,10.0,100.0,0,N/A,2,100.0
Off Ball Screens,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,2.0,1.9,0,100.0,2.0,3.0,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,0.0,1.9,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,5.0,0.0,0,N/A,1,0.0
TOTAL,0.97,53,9.4,44.7,0.74,62.3,32.3,16,50.0,15,13.3,1.34,37.7,68.8,6,100.0,10,50.0
