,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.28,12.2,5,53.1,1.38,12.8,56.8,28,57.1,16,56.2,1.07,11.3,45.0,8,37.5,12,50.0
PNR Screener,0.94,1.9,1,44.4,0.86,1.8,42.9,6,50.0,1,0.0,1.05,2.1,50.0,0,N/A,2,50.0
DHO Ball Handler,0.91,7.0,1,35.0,0.9,7.7,36.7,16,37.5,14,35.7,0.94,5.7,30.0,4,25.0,6,33.3
DHO Screener,0.86,5.8,1,35.3,0.68,1.5,20.0,4,25.0,1,0.0,0.9,13.4,37.9,15,40.0,14,35.7
DBL Ball Handler,2.06,0.6,0,66.7,2.27,0.2,N/A,0,N/A,0,N/A,2.0,1.3,66.7,1,0.0,2,100.0
DBL Screener,1.5,0.3,0,50.0,1.5,0.5,50.0,1,0.0,1,100.0,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.08,23.4,15,51.3,1.09,20.0,50.8,57,49.1,8,62.5,1.07,29.2,51.9,26,69.2,26,34.6
TRANSITION,1.29,19.3,6,57.3,1.43,14.5,63.3,36,66.7,13,53.8,1.15,27.5,51.9,25,68.0,29,37.9
Attacking Closeouts,1.12,4.5,5,52.4,0.88,5.8,41.2,12,41.7,5,40.0,2.2,2.2,100.0,1,100.0,3,100.0
Catch & Shoot,1.18,12.6,0,40.3,1.19,19.6,40.8,3,100.0,73,38.4,0.0,0.4,0.0,0,N/A,1,0.0
Off Ball Screens,1.0,2.8,2,46.7,1.0,3.1,41.7,4,75.0,8,25.0,1.0,2.2,66.7,1,100.0,2,50.0
Cutting,1.39,4.9,1,66.7,1.48,6.7,75.0,20,75.0,0,N/A,0.75,1.8,25.0,1,0.0,3,33.3
Off. Rebounds,1.39,4.7,0,62.5,1.27,5.9,61.1,18,61.1,0,N/A,1.83,2.7,66.7,2,50.0,4,75.0
TOTAL,1.17,614,6.0,49.9,1.2,63.5,50.4,205,56.1,140,42.1,1.11,36.5,48.9,84,57.1,104,42.3
