,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,2.0,11.8,0,100.0,2.0,11.8,100.0,2,100.0,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
PNR Screener,1.0,11.8,0,50.0,1.0,11.8,50.0,1,100.0,1,0.0,N/A,N/A,N/A,0,N/A,0,N/A
DHO Ball Handler,3.0,5.9,0,100.0,3.0,5.9,100.0,0,N/A,1,100.0,N/A,N/A,N/A,0,N/A,0,N/A
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
ISOLATION,0.0,5.9,0,0.0,0.0,5.9,0.0,1,0.0,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
TRANSITION,1.0,11.8,1,100.0,1.0,11.8,100.0,1,100.0,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
Attacking Closeouts,2.0,17.6,0,100.0,2.0,17.6,100.0,3,100.0,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
Catch & Shoot,1.2,29.4,0,40.0,1.2,29.4,40.0,0,N/A,5,40.0,N/A,N/A,N/A,0,N/A,0,N/A
Off Ball Screens,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
Cutting,2.0,5.9,0,100.0,2.0,5.9,100.0,1,100.0,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
Off. Rebounds,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
TOTAL,1.47,17,5.9,68.8,1.47,100.0,68.8,9,88.9,7,42.9,nan,0.0,nan,0,nan,0,nan
