,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
PNR Screener,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
DHO Ball Handler,0.0,10.0%,0,0.0%,0.0,10.0%,0.0%,0,N/A,1,0.0%,N/A,N/A,N/A,0,N/A,0,N/A
DHO Screener,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
ISOLATION,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
TRANSITION,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
Attacking Closeouts,1.5,20.0%,0,50.0%,1.5,20.0%,50.0%,1,0.0%,1,100.0%,N/A,N/A,N/A,0,N/A,0,N/A
Catch & Shoot,1.2,50.0%,0,40.0%,1.2,50.0%,40.0%,0,N/A,5,40.0%,N/A,N/A,N/A,0,N/A,0,N/A
Off Ball Screens,0.0,10.0%,0,0.0%,0.0,10.0%,0.0%,1,0.0%,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
Cutting,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
Off. Rebounds,2.0,10.0%,0,100.0%,2.0,10.0%,100.0%,1,100.0%,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
TOTAL,1.1,10,0.0%,40.0%,1.1,100.0%,40.0%,3,33.3%,7,42.9%,nan,0.0%,nan%,0,nan%,0,nan%
