,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.3,20.9,1,54.2,1.42,17.8,53.3,9,55.6,6,50.0,1.1,30.3,55.6,5,80.0,4,25.0
PNR Screener,0.75,6.1,1,42.9,1.0,6.1,50.0,4,75.0,2,0.0,0.0,6.1,0.0,0,N/A,1,0.0
DHO Ball Handler,1.6,5.2,1,60.0,1.6,6.9,60.0,0,N/A,5,60.0,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,1.87,4.5,0,60.0,N/A,0.0,N/A,0,N/A,0,N/A,1.87,17.8,60.0,0,N/A,5,60.0
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.88,33.4,4,43.2,0.79,34.4,34.5,28,35.7,1,0.0,1.2,30.3,75.0,6,100.0,2,0.0
TRANSITION,0.94,8.9,2,50.0,0.9,7.8,50.0,4,50.0,0,N/A,1.0,12.1,50.0,3,66.7,1,0.0
Attacking Closeouts,1.33,4.5,0,66.7,1.6,5.1,80.0,5,80.0,0,N/A,0.0,3.0,0.0,1,0.0,0,N/A
Catch & Shoot,1.08,9.8,0,38.5,0.92,12.1,33.3,1,100.0,11,27.3,3.0,3.0,100.0,0,N/A,1,100.0
Off Ball Screens,1.0,1.5,0,50.0,1.0,2.0,50.0,1,100.0,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,1.6,3.8,1,100.0,1.6,5.1,100.0,4,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,2.0,2.3,0,100.0,2.0,3.0,100.0,3,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.14,132,7.6,51.8,1.12,75.0,49.4,59,55.9,26,34.6,1.21,25.0,58.6,15,80.0,14,35.7
