,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,0.94,20.7,8,39.7,0.71,17.5,31.1,51,29.4,23,34.8,1.29,28.1,51.9,29,48.3,23,56.5
PNR Screener,1.08,5.2,4,46.2,1.13,6.5,45.8,21,42.9,3,66.7,0.68,2.2,50.0,1,100.0,1,0.0
DHO Ball Handler,0.86,6.8,1,34.1,0.8,4.4,27.8,6,33.3,12,25.0,0.91,12.3,39.1,17,41.2,6,33.3
DHO Screener,1.0,4.7,1,42.9,0.87,3.1,42.9,14,42.9,0,N/A,1.1,8.4,42.9,4,75.0,10,30.0
DBL Ball Handler,1.5,0.9,0,66.7,2.0,0.4,100.0,2,100.0,0,N/A,1.25,2.0,50.0,1,100.0,3,33.3
DBL Screener,2.5,0.3,0,100.0,2.5,0.4,100.0,1,100.0,1,100.0,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.94,18.0,12,43.7,0.93,18.3,40.8,64,43.8,12,25.0,0.99,17.3,51.9,10,80.0,17,35.3
TRANSITION,1.35,8.7,6,67.4,1.35,8.1,67.9,26,69.2,2,50.0,1.36,10.0,66.7,12,83.3,3,0.0
Attacking Closeouts,1.0,10.6,6,43.1,0.93,10.6,40.5,25,48.0,12,25.0,1.14,10.7,47.6,9,77.8,12,25.0
Catch & Shoot,1.14,13.3,0,38.5,1.16,18.8,38.9,1,100.0,89,38.2,0.0,0.5,0.0,1,0.0,0,N/A
Off Ball Screens,0.78,2.3,1,35.7,0.78,3.2,35.7,4,100.0,10,10.0,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,0.91,5.0,4,50.0,1.04,5.6,56.0,25,56.0,0,N/A,0.43,3.4,20.0,1,0.0,4,25.0
Off. Rebounds,1.28,3.8,2,60.9,1.14,3.1,61.5,12,58.3,1,100.0,1.45,5.4,60.0,4,50.0,6,66.7
TOTAL,1.03,683,6.6,44.3,0.99,70.0,42.2,252,47.2,165,34.5,1.13,30.0,49.4,89,59.6,85,38.8
