Shot Type,PNR BH,PNR SC,DHO BH,DHO SC,DBL BH,DBL SC,ISO,TRAN,ACO,C/S,OBS,CUT,OREB
shoot2FGA,35,10,8,4,0,0,41,34,9,1,2,8,11
shoot2FGM,17,4,4,2,0,0,13,24,7,1,1,6,8
shoot2FTA,23,2,4,3,0,0,15,10,4,0,0,2,15
shoot2FTM,19,0,2,3,0,0,11,9,4,0,0,2,11
shoot2TO,1,1,0,0,0,0,7,3,0,0,1,0,1
shoot3FGA,12,0,16,0,0,0,7,7,0,61,3,0,1
shoot3FGM,6,0,2,0,0,0,3,2,0,16,1,0,0
shoot3FTA,0,0,0,0,0,0,0,0,0,0,3,0,0
shoot3FTM,0,0,0,0,0,0,0,0,0,0,1,0,0
shoot3TO,0,0,2,0,0,0,0,0,0,0,1,0,0
pass2FGA,13,1,4,7,0,0,4,15,2,0,1,0,0
pass2FGM,7,1,2,3,0,0,3,11,1,0,1,0,0
pass2FTA,2,0,3,2,0,0,0,2,4,0,0,0,0
pass2FTM,0,0,3,1,0,0,0,2,4,0,0,0,0
pass2TO,1,3,0,0,0,0,2,5,3,0,0,1,0
pass3FGA,12,2,4,15,2,0,14,20,8,0,0,1,8
pass3FGM,2,1,1,2,0,0,2,7,2,0,0,1,3
pass3FTA,0,0,0,0,0,0,3,0,0,0,0,0,0
pass3FTM,0,0,0,0,0,0,1,0,0,0,0,0,0
pass3TO,0,0,0,0,0,0,0,2,0,0,0,0,0
