,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,0.0,4.5,0,0.0,0.0,4.5,0.0,0,N/A,1,0.0,N/A,N/A,N/A,0,N/A,0,N/A
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
DHO Ball Handler,0.0,4.5,0,0.0,0.0,4.5,0.0,0,N/A,1,0.0,N/A,N/A,N/A,0,N/A,0,N/A
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
DBL Screener,3.0,4.5,0,100.0,3.0,4.5,100.0,0,N/A,1,100.0,N/A,N/A,N/A,0,N/A,0,N/A
ISOLATION,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
TRANSITION,2.27,4.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,2.27,N/A,N/A,0,N/A,0,N/A
Attacking Closeouts,1.4,29.3,0,50.0,1.4,29.3,50.0,1,100.0,5,40.0,N/A,N/A,N/A,0,N/A,0,N/A
Catch & Shoot,1.25,54.5,0,41.7,1.25,54.5,41.7,0,N/A,12,41.7,N/A,N/A,N/A,0,N/A,0,N/A
Off Ball Screens,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
Cutting,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
Off. Rebounds,0.0,4.5,0,0.0,0.0,4.5,0.0,1,0.0,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
TOTAL,1.24,22,0.0,40.9,1.2,100.0,40.9,2,50.0,20,40.0,2.27,0.0,nan,0,nan,0,nan
