Shot Type,PNR BH,PNR SC,DHO BH,DHO SC,DBL BH,DBL SC,ISO,TRAN,ACO,C/S,OBS,CUT,OREB
shoot2FGA,8,3,0,0,0,0,11,6,7,1,1,1,3
shoot2FGM,4,3,0,0,0,0,7,3,3,1,0,1,2
shoot2FTA,1,0,0,0,0,0,2,2,8,0,0,2,0
shoot2FTM,1,0,0,0,0,0,2,1,6,0,0,2,0
shoot2TO,1,0,0,0,0,0,0,0,0,0,0,0,0
shoot3FGA,0,1,0,0,0,0,4,0,3,26,0,0,0
shoot3FGM,0,1,0,0,0,0,2,0,2,10,0,0,0
shoot3FTA,0,0,0,0,0,0,0,0,0,3,0,0,0
shoot3FTM,0,0,0,0,0,0,0,0,0,2,0,0,0
shoot3TO,0,0,0,0,0,0,1,0,0,0,0,0,0
pass2FGA,3,0,0,0,0,0,1,3,2,0,0,0,1
pass2FGM,2,0,0,0,0,0,1,2,1,0,0,0,1
pass2FTA,0,0,0,0,0,0,1,2,0,0,2,0,2
pass2FTM,0,0,0,0,0,0,0,2,0,0,1,0,2
pass2TO,0,0,0,0,0,0,0,2,0,1,0,0,0
pass3FGA,4,2,0,0,0,0,6,3,5,0,0,1,1
pass3FGM,3,1,0,0,0,0,4,1,1,0,0,0,1
pass3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3TO,1,0,0,0,0,0,1,0,0,0,0,0,0
