,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.0,1.5,0,50.0,1.0,1.9,50.0,2,50.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
PNR Screener,0.91,21.0,4,42.9,0.96,22.7,42.1,19,42.1,0,N/A,0.68,14.8,50.0,1,100.0,1,0.0
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,1.05,16.8,1,47.6,0.92,12.3,46.2,13,46.2,0,N/A,1.21,32.9,50.0,2,100.0,6,33.3
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.83,29.1,7,46.7,0.98,29.8,46.4,28,46.4,0,N/A,0.25,26.7,50.0,1,100.0,1,0.0
TRANSITION,1.31,10.7,1,60.0,1.3,10.9,57.1,7,57.1,0,N/A,1.33,10.0,66.7,2,100.0,1,0.0
Attacking Closeouts,0.8,3.7,0,40.0,0.5,3.8,25.0,4,25.0,0,N/A,2.0,3.3,100.0,1,100.0,0,N/A
Catch & Shoot,2.0,0.7,0,100.0,2.0,0.9,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,0.93,11.0,1,50.0,1.08,12.3,53.8,13,53.8,0,N/A,0.0,6.7,0.0,0,N/A,1,0.0
Off. Rebounds,1.25,5.9,0,62.5,1.33,5.7,66.7,6,66.7,0,N/A,1.0,6.7,50.0,1,100.0,1,0.0
TOTAL,0.98,136,10.3,49.1,1.03,77.9,48.4,93,48.4,0,N/A,0.82,22.1,52.6,8,100.0,11,18.2
