Shot Type,PNR BH,PNR SC,DHO BH,DHO SC,DBL BH,DBL SC,ISO,TRAN,ACO,C/S,OBS,CUT,OREB
shoot2FGA,3,3,1,2,0,0,18,7,5,0,1,6,1
shoot2FGM,3,1,0,1,0,0,7,5,4,0,1,4,1
shoot2FTA,2,4,0,0,0,0,5,4,3,0,0,0,0
shoot2FTM,0,4,0,0,0,0,5,3,3,0,0,0,0
shoot2TO,0,0,1,0,0,0,2,3,1,0,0,1,0
shoot3FGA,1,0,2,0,0,0,2,2,4,12,2,0,0
shoot3FGM,0,0,1,0,0,0,0,1,1,5,0,0,0
shoot3FTA,3,0,0,0,0,0,0,0,0,0,0,0,0
shoot3FTM,2,0,0,0,0,0,0,0,0,0,0,0,0
shoot3TO,1,0,0,0,0,0,0,0,0,0,0,0,0
pass2FGA,4,0,3,0,0,0,2,2,2,0,0,1,1
pass2FGM,2,0,1,0,0,0,2,2,2,0,0,0,1
pass2FTA,0,0,0,0,0,0,1,2,2,0,0,0,0
pass2FTM,0,0,0,0,0,0,1,2,2,0,0,0,0
pass2TO,1,0,0,0,0,0,2,0,0,0,0,1,0
pass3FGA,5,0,1,2,0,0,2,1,3,0,0,1,2
pass3FGM,3,0,0,1,0,0,1,0,0,0,0,0,1
pass3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3TO,0,0,0,0,0,0,3,0,0,0,0,0,0
