Shot Type,PNR BH,PNR SC,DHO BH,DHO SC,DBL BH,DBL SC,ISO,TRAN,ACO,C/S,OBS,CUT,OREB
shoot2FGA,23,0,8,0,1,0,7,4,0,0,0,0,0
shoot2FGM,13,0,4,0,1,0,3,2,0,0,0,0,0
shoot2FTA,5,0,2,0,0,0,2,2,0,0,4,0,0
shoot2FTM,4,0,2,0,0,0,2,2,0,0,3,0,0
shoot2TO,2,0,1,0,0,0,2,0,0,0,1,0,0
shoot3FGA,13,0,3,0,0,0,5,5,0,5,0,0,0
shoot3FGM,7,0,1,0,0,0,2,2,0,1,0,0,0
shoot3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3TO,1,0,0,0,0,0,0,0,0,0,0,0,0
pass2FGA,8,0,3,0,2,0,7,5,0,0,0,0,0
pass2FGM,3,0,0,0,2,0,5,4,0,0,0,0,0
pass2FTA,8,0,0,0,0,0,2,0,0,0,0,0,0
pass2FTM,5,0,0,0,0,0,2,0,0,0,0,0,0
pass2TO,1,1,0,0,0,0,1,1,0,0,1,0,0
pass3FGA,7,0,2,0,2,0,7,4,0,0,1,0,0
pass3FGM,1,0,1,0,1,0,4,1,0,0,0,0,0
pass3FTA,1,0,0,0,0,0,0,0,0,0,0,0,0
pass3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3TO,0,0,0,0,0,0,0,0,0,0,0,0,0
