Shot Type,PNR BH,PNR SC,DHO BH,DHO SC,DBL BH,DBL SC,ISO,TRAN,ACO,C/S,OBS,CUT,OREB
shoot2FGA,4,3,0,2,0,1,11,2,1,0,0,3,2
shoot2FGM,2,1,0,0,0,1,7,2,0,0,0,3,0
shoot2FTA,0,2,0,0,0,0,13,0,0,0,0,0,0
shoot2FTM,0,2,0,0,0,0,7,0,0,0,0,0,0
shoot2TO,0,0,1,0,0,0,0,0,0,0,0,0,0
shoot3FGA,2,0,0,0,0,0,3,0,0,2,1,0,0
shoot3FGM,2,0,0,0,0,0,2,0,0,0,1,0,0
shoot3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3TO,1,0,0,0,0,0,0,0,0,0,0,0,0
pass2FGA,0,1,0,8,0,0,6,4,0,0,0,0,1
pass2FGM,0,1,0,3,0,0,2,4,0,0,0,0,0
pass2FTA,0,0,0,0,0,0,2,1,0,0,0,0,0
pass2FTM,0,0,0,0,0,0,2,1,0,0,0,0,0
pass2TO,0,1,0,0,0,0,0,0,0,0,0,0,1
pass3FGA,1,0,0,2,0,0,6,2,1,0,0,0,0
pass3FGM,0,0,0,1,0,0,1,1,1,0,0,0,0
pass3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3TO,0,0,0,0,0,0,0,0,0,0,0,0,0
