,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.05,15.5,5,54.3,1.0,12.8,55.0,16,62.5,4,25.0,1.12,20.8,53.3,6,83.3,9,33.3
PNR Screener,1.52,3.7,2,85.7,1.6,3.8,80.0,3,100.0,2,50.0,1.33,3.3,100.0,2,100.0,0,N/A
DHO Ball Handler,0.96,6.5,3,41.7,0.48,5.8,25.0,5,40.0,3,0.0,1.67,8.0,75.0,2,100.0,2,50.0
DHO Screener,0.96,5.8,0,30.8,1.94,3.4,75.0,2,100.0,2,50.0,0.32,10.5,11.1,5,20.0,4,0.0
DBL Ball Handler,0.0,0.4,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,1.1,0.0,0,N/A,1,0.0
DBL Screener,1.0,0.7,0,50.0,0.0,0.6,0.0,0,N/A,1,0.0,2.0,1.1,100.0,1,100.0,0,N/A
ISOLATION,1.08,23.0,7,50.0,0.93,22.8,47.1,29,55.2,5,0.0,1.38,23.3,57.1,4,100.0,10,40.0
TRANSITION,1.46,12.7,1,59.3,1.25,10.2,53.8,12,58.3,1,0.0,1.71,17.5,64.3,6,66.7,8,62.5
Attacking Closeouts,1.47,5.8,0,61.5,1.23,5.4,50.0,5,60.0,3,33.3,1.87,6.5,80.0,2,100.0,3,66.7
Catch & Shoot,1.49,12.0,0,48.4,1.49,18.0,48.4,0,N/A,31,48.4,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,0.89,3.3,1,50.0,1.0,3.3,50.0,5,60.0,1,0.0,0.67,3.3,50.0,1,100.0,1,0.0
Cutting,1.44,8.0,2,75.0,1.36,11.4,73.3,15,73.3,0,N/A,3.0,1.1,100.0,0,N/A,1,100.0
Off. Rebounds,1.65,2.9,0,85.7,1.23,2.7,75.0,4,75.0,0,N/A,2.33,3.3,100.0,2,100.0,1,100.0
TOTAL,1.23,270,7.8,54.5,1.17,66.7,53.0,96,62.5,53,35.8,1.34,33.3,57.7,31,77.4,40,42.5
