Shot Type,PNR BH,PNR SC,DHO BH,DHO SC,DBL BH,DBL SC,ISO,TRAN,ACO,C/S,OBS,CUT,OREB
shoot2FGA,8,0,1,0,2,0,17,7,5,0,1,7,3
shoot2FGM,5,0,1,0,0,0,7,4,2,0,0,3,2
shoot2FTA,2,0,0,0,2,0,10,1,3,0,0,0,0
shoot2FTM,2,0,0,0,1,0,9,1,3,0,0,0,0
shoot2TO,0,0,0,0,0,0,1,1,2,0,0,0,1
shoot3FGA,1,0,1,0,0,3,1,2,0,13,4,0,0
shoot3FGM,0,0,0,0,0,1,0,1,0,9,2,0,0
shoot3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3TO,0,0,0,0,0,0,0,0,0,0,0,0,0
pass2FGA,0,1,0,1,0,0,4,2,1,0,0,0,0
pass2FGM,0,0,0,1,0,0,3,2,0,0,0,0,0
pass2FTA,0,0,0,0,0,0,0,1,0,0,0,0,0
pass2FTM,0,0,0,0,0,0,0,1,0,0,0,0,0
pass2TO,0,0,0,0,0,0,0,1,0,0,0,0,0
pass3FGA,5,0,1,1,3,0,2,2,1,0,0,0,1
pass3FGM,3,0,1,0,1,0,2,1,1,0,0,0,0
pass3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3TO,1,0,0,1,0,0,1,0,1,0,0,0,0
,,,,,,,,,,,,,
