Shot Type,PNR BH,PNR SC,DHO BH,DHO SC,DBL BH,DBL SC,ISO,TRAN,ACO,C/S,OBS,CUT,OREB
shoot2FGA,6,3,3,2,1,0,16,3,9,0,0,3,4
shoot2FGM,2,2,0,2,0,0,6,3,3,0,0,2,4
shoot2FTA,4,2,0,0,0,0,5,12,6,2,0,4,0
shoot2FTM,4,0,0,0,0,0,5,9,6,2,0,3,0
shoot2TO,1,1,0,0,0,0,1,1,2,0,0,0,0
shoot3FGA,3,0,0,0,0,0,5,6,0,7,3,0,0
shoot3FGM,1,0,0,0,0,0,1,2,0,4,1,0,0
shoot3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3TO,0,0,0,0,0,0,0,0,0,0,0,0,0
pass2FGA,5,2,2,2,0,0,1,1,1,0,0,0,0
pass2FGM,2,1,2,0,0,0,1,1,1,0,0,0,0
pass2FTA,0,0,0,0,0,0,2,4,1,2,0,0,0
pass2FTM,0,0,0,0,0,0,2,3,1,1,0,0,0
pass2TO,2,0,0,0,0,0,2,0,2,1,0,0,0
pass3FGA,1,0,1,0,0,0,2,6,1,1,1,1,0
pass3FGM,0,0,1,0,0,0,1,2,1,0,1,1,0
pass3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3TO,0,0,0,0,0,0,0,0,0,0,0,0,0
