Shot Type,PNR BH,PNR SC,DHO BH,DHO SC,DBL BH,DBL SC,ISO,TRAN,ACO,C/S,OBS,CUT,OREB
shoot2FGA,7,2,4,1,0,0,15,12,5,0,0,6,8
shoot2FGM,3,1,1,1,0,0,7,6,3,0,0,3,6
shoot2FTA,2,2,1,0,0,0,3,6,3,0,0,3,3
shoot2FTM,2,1,1,0,0,0,3,3,2,0,0,3,3
shoot2TO,1,0,0,0,0,0,0,2,1,0,0,0,0
shoot3FGA,2,0,2,0,0,0,4,1,0,17,0,0,1
shoot3FGM,1,0,0,0,0,0,2,0,0,5,0,0,1
shoot3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3TO,0,0,0,0,0,0,1,0,0,0,0,0,0
pass2FGA,2,0,1,2,0,0,5,4,0,1,0,0,0
pass2FGM,1,0,1,1,0,0,4,3,0,0,0,0,0
pass2FTA,2,0,0,1,0,0,1,6,0,0,0,0,2
pass2FTM,1,0,0,1,0,0,1,3,0,0,0,0,2
pass2TO,2,0,0,0,0,0,1,2,0,0,0,0,0
pass3FGA,4,2,1,1,0,0,3,3,0,0,0,0,0
pass3FGM,0,2,0,0,0,0,0,1,0,0,0,0,0
pass3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3TO,0,0,0,0,0,0,1,0,2,0,0,0,0
,,,,,,,,,,,,,
