Shot Type,PNR BH,PNR SC,DHO BH,DHO SC,DBL BH,DBL SC,ISO,TRAN,ACO,C/S,OBS,CUT,OREB
shoot2FGA,16,11,0,1,1,1,40,21,20,1,3,3,6
shoot2FGM,10,5,0,1,1,1,21,16,9,1,1,2,6
shoot2FTA,2,0,0,0,0,0,14,6,5,0,0,1,0
shoot2FTM,1,0,0,0,0,0,12,6,5,0,0,0,0
shoot2TO,2,1,0,0,0,0,5,2,1,0,0,0,0
shoot3FGA,3,0,0,0,0,1,8,8,2,22,0,0,0
shoot3FGM,1,0,0,0,0,0,2,5,1,5,0,0,0
shoot3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3TO,0,0,0,0,0,0,0,0,0,0,0,0,0
pass2FGA,13,0,1,0,2,0,9,5,3,0,0,1,3
pass2FGM,8,0,1,0,1,0,9,4,0,0,0,1,0
pass2FTA,1,0,0,0,0,0,1,1,0,0,0,0,0
pass2FTM,1,0,0,0,0,0,0,1,0,0,0,0,0
pass2TO,1,0,0,0,1,0,3,1,0,0,0,1,0
pass3FGA,7,0,1,0,3,0,7,6,4,0,0,0,0
pass3FGM,2,0,1,0,1,0,1,3,1,0,0,0,0
pass3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3TO,1,0,0,0,0,0,0,1,1,0,0,0,1
