Shot Type,PNR BH,PNR SC,DHO BH,DHO SC,DBL BH,DBL SC,ISO,TRAN,ACO,C/S,OBS,CUT,OREB
shoot2FGA,8,2,6,0,0,0,17,4,2,1,0,5,4
shoot2FGM,5,1,3,0,0,0,8,2,1,1,0,5,3
shoot2FTA,2,0,0,0,0,0,0,0,0,0,0,10,1
shoot2FTM,1,0,0,0,0,0,0,0,0,0,0,8,1
shoot2TO,1,0,0,0,0,0,3,0,1,0,0,0,0
shoot3FGA,0,0,3,1,0,0,4,1,0,21,1,0,0
shoot3FGM,0,0,0,0,0,0,3,1,0,8,0,0,0
shoot3FTA,3,0,0,0,0,0,3,0,0,1,0,0,0
shoot3FTM,3,0,0,0,0,0,3,0,0,1,0,0,0
shoot3TO,0,0,0,0,0,0,1,0,0,0,0,0,0
pass2FGA,2,0,0,5,0,0,7,4,0,0,0,0,1
pass2FGM,1,0,0,3,0,0,5,2,0,0,0,0,1
pass2FTA,0,2,2,0,0,0,4,0,0,0,0,0,0
pass2FTM,0,1,2,0,0,0,3,0,0,0,0,0,0
pass2TO,1,0,0,0,0,0,1,0,1,0,1,0,0
pass3FGA,4,1,1,3,0,0,4,6,1,0,1,1,1
pass3FGM,2,1,0,0,0,0,3,1,1,0,1,0,0
pass3FTA,1,0,0,0,0,0,0,0,0,0,0,0,0
pass3FTM,1,0,0,0,0,0,0,0,0,0,0,0,0
pass3TO,0,0,0,0,0,0,0,0,0,0,0,0,0
