,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,0.92,21.0,6,56.5,1.08,13.5,58.3,12,58.3,0,N/A,0.79,37.4,54.5,8,75.0,3,0.0
PNR Screener,1.33,4.3,0,66.7,2.0,3.1,100.0,3,100.0,0,N/A,0.67,6.8,33.3,2,50.0,1,0.0
DHO Ball Handler,1.7,4.2,1,100.0,1.64,5.1,100.0,2,100.0,1,100.0,2.0,2.3,100.0,1,100.0,0,N/A
DHO Screener,2.25,3.5,0,100.0,2.0,1.0,100.0,1,100.0,0,N/A,2.32,8.8,100.0,2,100.0,1,100.0
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.92,16.3,2,47.4,0.56,18.5,28.6,13,30.8,1,0.0,2.2,11.4,100.0,4,100.0,1,100.0
TRANSITION,0.82,13.1,2,33.3,1.04,12.0,50.0,4,75.0,2,0.0,0.44,15.6,16.7,0,N/A,6,16.7
Attacking Closeouts,1.69,6.3,0,75.0,1.8,5.2,80.0,4,75.0,1,100.0,1.55,8.8,66.7,2,100.0,1,0.0
Catch & Shoot,0.69,9.3,1,25.0,0.75,12.5,25.0,0,N/A,12,25.0,0.0,2.3,N/A,0,N/A,0,N/A
Off Ball Screens,0.5,2.9,0,25.0,0.5,4.2,25.0,4,25.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,1.65,13.0,0,75.0,1.64,15.8,76.9,13,76.9,0,N/A,1.67,6.8,66.7,1,100.0,2,50.0
Off. Rebounds,0.91,6.3,0,28.6,0.91,9.1,28.6,7,28.6,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.11,140,8.6,53.9,1.09,68.6,51.2,63,57.1,17,29.4,1.16,31.4,60.0,20,85.0,15,26.7
