Shot Type,PNR BH,PNR SC,DHO BH,DHO SC,DBL BH,DBL SC,ISO,TRAN,ACO,C/S,OBS,CUT,OREB
shoot2FGA,6,1,2,1,0,0,14,7,4,0,2,7,2
shoot2FGM,3,1,0,1,0,0,9,5,2,0,0,5,2
shoot2FTA,0,0,0,0,0,0,5,5,2,0,0,4,0
shoot2FTM,0,0,0,0,0,0,5,4,2,0,0,2,0
shoot2TO,0,1,2,0,0,0,2,0,0,0,0,1,0
shoot3FGA,1,0,1,2,0,1,3,0,2,16,1,0,0
shoot3FGM,1,0,0,1,0,0,0,0,0,9,0,0,0
shoot3FTA,0,0,0,3,0,0,0,0,0,3,0,0,0
shoot3FTM,0,0,0,3,0,0,0,0,0,3,0,0,0
shoot3TO,2,0,0,0,0,0,0,0,0,0,0,0,0
pass2FGA,4,1,1,2,0,0,2,4,1,0,0,0,1
pass2FGM,3,1,1,0,0,0,2,3,1,0,0,0,1
pass2FTA,2,0,0,0,0,0,2,2,0,0,0,0,0
pass2FTM,0,0,0,0,0,0,2,2,0,0,0,0,0
pass2TO,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3FGA,4,0,2,1,1,0,3,5,2,0,1,0,1
pass3FGM,1,0,1,0,0,0,1,4,2,0,0,0,1
pass3FTA,0,0,3,0,0,0,3,0,0,0,0,0,0
pass3FTM,0,0,3,0,0,0,3,0,0,0,0,0,0
pass3TO,1,0,0,0,0,0,1,0,0,0,1,0,0
