Shot Type,PNR BH,PNR SC,DHO BH,DHO SC,DBL BH,DBL SC,ISO,TRAN,ACO,C/S,OBS,CUT,OREB
shoot2FGA,12,3,2,1,0,0,13,4,4,0,4,13,7
shoot2FGM,7,3,2,1,0,0,4,3,3,0,1,10,2
shoot2FTA,0,0,2,0,0,0,4,8,0,0,0,5,4
shoot2FTM,0,0,1,0,0,0,2,6,0,0,0,5,4
shoot2TO,1,0,1,0,0,0,2,2,0,0,0,0,0
shoot3FGA,0,0,1,0,0,0,1,2,1,12,0,0,0
shoot3FGM,0,0,1,0,0,0,0,0,1,3,0,0,0
shoot3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3TO,0,0,0,0,0,0,0,0,0,0,0,0,0
pass2FGA,8,2,1,2,0,0,4,0,2,0,0,1,0
pass2FGM,6,1,1,2,0,0,4,0,2,0,0,1,0
pass2FTA,1,0,0,2,0,0,0,2,2,0,0,0,0
pass2FTM,1,0,0,2,0,0,0,0,2,0,0,0,0
pass2TO,4,0,0,0,0,0,0,0,0,1,0,0,0
pass3FGA,3,1,0,1,0,0,1,6,1,0,0,2,0
pass3FGM,0,0,0,1,0,0,1,1,0,0,0,1,0
pass3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3TO,1,0,0,0,0,0,0,0,0,0,0,0,0
